Date,Open,High,Low,Close,Adj Close,Volume
1994-04-22,458.549988,458.549988,458.549988,458.549988,458.549988,0
1994-04-25,457.640015,457.640015,457.640015,457.640015,457.640015,0
1994-04-26,467.760010,467.760010,467.760010,467.760010,467.760010,0
1994-04-28,459.399994,459.399994,459.399994,459.399994,459.399994,0
1994-04-29,449.250000,449.250000,449.250000,449.250000,449.250000,0
1994-05-02,440.739990,440.739990,440.739990,440.739990,440.739990,0
1994-05-03,434.380005,434.380005,434.380005,434.380005,434.380005,0
1994-05-04,418.609985,418.609985,418.609985,418.609985,418.609985,0
1994-05-05,420.619995,420.619995,420.619995,420.619995,420.619995,0
1994-05-06,431.239990,431.239990,431.239990,431.239990,431.239990,0
1994-05-09,420.890015,420.890015,420.890015,420.890015,420.890015,0
1994-05-10,426.769989,426.769989,426.769989,426.769989,426.769989,0
1994-05-11,445.720001,445.720001,445.720001,445.720001,445.720001,0
1994-05-12,444.440002,444.440002,444.440002,444.440002,444.440002,0
1994-05-13,458.079987,458.079987,458.079987,458.079987,458.079987,0
1994-05-16,464.510010,464.510010,464.510010,464.510010,464.510010,0
1994-05-17,454.000000,454.000000,454.000000,454.000000,454.000000,0
1994-05-18,476.209991,476.209991,476.209991,476.209991,476.209991,0
1994-05-19,469.790009,469.790009,469.790009,469.790009,469.790009,0
1994-05-20,483.380005,483.380005,483.380005,483.380005,483.380005,0
1994-05-23,480.720001,480.720001,480.720001,480.720001,480.720001,0
1994-05-24,475.700012,475.700012,475.700012,475.700012,475.700012,0
1994-05-25,477.100006,477.100006,477.100006,477.100006,477.100006,0
1994-05-26,475.350006,475.350006,475.350006,475.350006,475.350006,0
1994-05-27,474.880005,474.880005,474.880005,474.880005,474.880005,0
1994-05-31,479.279999,479.279999,479.279999,479.279999,479.279999,0
1994-06-01,477.010010,477.010010,477.010010,477.010010,477.010010,0
1994-06-02,461.959991,461.959991,461.959991,461.959991,461.959991,0
1994-06-03,462.920013,462.920013,462.920013,462.920013,462.920013,0
1994-06-06,470.730011,470.730011,470.730011,470.730011,470.730011,0
1994-06-07,463.480011,463.480011,463.480011,463.480011,463.480011,0
1994-06-08,465.809998,465.809998,465.809998,465.809998,465.809998,0
1994-06-09,460.790009,460.790009,460.790009,460.790009,460.790009,0
1994-06-10,456.589996,456.589996,456.589996,456.589996,456.589996,0
1994-06-13,456.589996,456.589996,456.589996,456.589996,456.589996,0
1994-06-14,456.589996,456.589996,456.589996,456.589996,456.589996,0
1994-06-15,458.679993,458.679993,458.679993,458.679993,458.679993,0
1994-06-16,452.149994,452.149994,452.149994,452.149994,452.149994,0
1994-06-17,456.359985,456.359985,456.359985,456.359985,456.359985,0
1994-06-20,450.779999,450.779999,450.779999,450.779999,450.779999,0
1994-06-21,443.369995,443.369995,443.369995,443.369995,443.369995,0
1994-06-22,444.679993,444.679993,444.679993,444.679993,444.679993,0
1994-06-23,449.230011,449.230011,449.230011,449.230011,449.230011,0
1994-06-24,445.299988,445.299988,445.299988,445.299988,445.299988,0
1994-06-27,432.859985,432.859985,432.859985,432.859985,432.859985,0
1994-06-28,433.769989,433.769989,433.769989,433.769989,433.769989,0
1994-06-29,431.769989,431.769989,431.769989,431.769989,431.769989,0
1994-06-30,437.470001,437.470001,437.470001,437.470001,437.470001,0
1994-07-01,431.220001,431.220001,431.220001,431.220001,431.220001,0
1994-07-05,430.450012,430.450012,430.450012,430.450012,430.450012,0
1994-07-06,421.660004,421.660004,421.660004,421.660004,421.660004,0
1994-07-07,423.559998,423.559998,423.559998,423.559998,423.559998,0
1994-07-08,420.890015,420.890015,420.890015,420.890015,420.890015,0
1994-07-11,418.679993,418.679993,418.679993,418.679993,418.679993,0
1994-07-12,429.279999,429.279999,429.279999,429.279999,429.279999,0
1994-07-13,441.649994,441.649994,441.649994,441.649994,441.649994,0
1994-07-14,440.489990,440.489990,440.489990,440.489990,440.489990,0
1994-07-15,456.089996,456.089996,456.089996,456.089996,456.089996,0
1994-07-18,459.600006,459.600006,459.600006,459.600006,459.600006,0
1994-07-19,456.730011,456.730011,456.730011,456.730011,456.730011,0
1994-07-20,459.420013,459.420013,459.420013,459.420013,459.420013,0
1994-07-21,456.450012,456.450012,456.450012,456.450012,456.450012,0
1994-07-22,458.350006,458.350006,458.350006,458.350006,458.350006,0
1994-07-25,459.309998,459.309998,459.309998,459.309998,459.309998,0
1994-07-26,460.359985,460.359985,460.359985,460.359985,460.359985,0
1994-07-27,470.940002,470.940002,470.940002,470.940002,470.940002,0
1994-07-28,470.779999,470.779999,470.779999,470.779999,470.779999,0
1994-07-29,474.920013,474.920013,474.920013,474.920013,474.920013,0
1994-08-01,485.380005,485.380005,485.380005,485.380005,485.380005,0
1994-08-02,485.950012,485.950012,485.950012,485.950012,485.950012,0
1994-08-03,479.899994,479.899994,479.899994,479.899994,479.899994,0
1994-08-04,482.660004,482.660004,482.660004,482.660004,482.660004,0
1994-08-05,480.250000,480.250000,480.250000,480.250000,480.250000,0
1994-08-08,476.880005,476.880005,476.880005,476.880005,476.880005,0
1994-08-09,472.109985,472.109985,472.109985,472.109985,472.109985,0
1994-08-10,481.559998,481.559998,481.559998,481.559998,481.559998,0
1994-08-11,477.130005,477.130005,477.130005,477.130005,477.130005,0
1994-08-12,474.480011,474.480011,474.480011,474.480011,474.480011,0
1994-08-15,475.540009,475.540009,475.540009,475.540009,475.540009,0
1994-08-16,470.220001,470.220001,470.220001,470.220001,470.220001,0
1994-08-17,479.339996,479.339996,479.339996,479.339996,479.339996,0
1994-08-18,478.619995,478.619995,478.619995,478.619995,478.619995,0
1994-08-19,472.790009,472.790009,472.790009,472.790009,472.790009,0
1994-08-22,475.140015,475.140015,475.140015,475.140015,475.140015,0
1994-08-23,463.549988,463.549988,463.549988,463.549988,463.549988,0
1994-08-24,463.709991,463.709991,463.709991,463.709991,463.709991,0
1994-08-25,468.619995,468.619995,468.619995,468.619995,468.619995,0
1994-08-26,472.079987,472.079987,472.079987,472.079987,472.079987,0
1994-08-29,472.079987,472.079987,472.079987,472.079987,472.079987,0
1994-08-30,486.829987,486.829987,486.829987,486.829987,486.829987,0
1994-08-31,499.220001,499.220001,499.220001,499.220001,499.220001,0
1994-09-01,497.390015,497.390015,497.390015,497.390015,497.390015,0
1994-09-02,498.029999,498.029999,498.029999,498.029999,498.029999,0
1994-09-06,505.230011,505.230011,505.230011,505.230011,505.230011,0
1994-09-07,511.679993,511.679993,511.679993,511.679993,511.679993,0
1994-09-08,510.820007,510.820007,510.820007,510.820007,510.820007,0
1994-09-09,510.850006,510.850006,510.850006,510.850006,510.850006,0
1994-09-12,497.630005,497.630005,497.630005,497.630005,497.630005,0
1994-09-13,499.980011,499.980011,499.980011,499.980011,499.980011,0
1994-09-14,495.329987,495.329987,495.329987,495.329987,495.329987,0
1994-09-15,496.700012,496.700012,496.700012,496.700012,496.700012,0
1994-09-16,502.510010,502.510010,502.510010,502.510010,502.510010,0
1994-09-19,494.529999,494.529999,494.529999,494.529999,494.529999,0
1994-09-20,496.000000,496.000000,496.000000,496.000000,496.000000,0
1994-09-21,496.000000,496.000000,496.000000,496.000000,496.000000,0
1994-09-22,488.160004,488.160004,488.160004,488.160004,488.160004,0
1994-09-23,486.190002,486.190002,486.190002,486.190002,486.190002,0
1994-09-26,486.559998,486.559998,486.559998,486.559998,486.559998,0
1994-09-27,484.549988,484.549988,484.549988,484.549988,484.549988,0
1994-09-28,488.660004,488.660004,488.660004,488.660004,488.660004,0
1994-09-29,488.839996,488.839996,488.839996,488.839996,488.839996,0
1994-09-30,479.690002,479.690002,479.690002,479.690002,479.690002,0
1994-10-03,478.100006,478.100006,478.100006,478.100006,478.100006,0
1994-10-04,478.559998,478.559998,478.559998,478.559998,478.559998,0
1994-10-05,467.720001,467.720001,467.720001,467.720001,467.720001,0
1994-10-06,466.579987,466.579987,466.579987,466.579987,466.579987,0
1994-10-07,467.239990,467.239990,467.239990,467.239990,467.239990,0
1994-10-10,465.130005,465.130005,465.130005,465.130005,465.130005,0
1994-10-11,470.859985,470.859985,470.859985,470.859985,470.859985,0
1994-10-12,479.489990,479.489990,479.489990,479.489990,479.489990,0
1994-10-13,479.489990,479.489990,479.489990,479.489990,479.489990,0
1994-10-14,480.029999,480.029999,480.029999,480.029999,480.029999,0
1994-10-17,475.010010,475.010010,475.010010,475.010010,475.010010,0
1994-10-18,473.100006,473.100006,473.100006,473.100006,473.100006,0
1994-10-19,467.910004,467.910004,467.910004,467.910004,467.910004,0
1994-10-20,471.690002,471.690002,471.690002,471.690002,471.690002,0
1994-10-21,468.899994,468.899994,468.899994,468.899994,468.899994,0
1994-10-24,470.540009,470.540009,470.540009,470.540009,470.540009,0
1994-10-25,464.640015,464.640015,464.640015,464.640015,464.640015,0
1994-10-26,465.019989,465.019989,465.019989,465.019989,465.019989,0
1994-10-27,467.649994,467.649994,467.649994,467.649994,467.649994,0
1994-10-28,471.410004,471.410004,471.410004,471.410004,471.410004,0
1994-10-31,485.140015,485.140015,485.140015,485.140015,485.140015,0
1994-11-01,481.429993,481.429993,481.429993,481.429993,481.429993,0
1994-11-02,475.200012,475.200012,475.200012,475.200012,475.200012,0
1994-11-03,477.440002,477.440002,477.440002,477.440002,477.440002,0
1994-11-04,479.440002,479.440002,479.440002,479.440002,479.440002,0
1994-11-07,474.799988,474.799988,474.799988,474.799988,474.799988,0
1994-11-08,473.869995,473.869995,473.869995,473.869995,473.869995,0
1994-11-09,473.170013,473.170013,473.170013,473.170013,473.170013,0
1994-11-10,472.450012,472.450012,472.450012,472.450012,472.450012,0
1994-11-11,471.260010,471.260010,471.260010,471.260010,471.260010,0
1994-11-14,472.119995,472.119995,472.119995,472.119995,472.119995,0
1994-11-15,481.399994,481.399994,481.399994,481.399994,481.399994,0
1994-11-16,482.420013,482.420013,482.420013,482.420013,482.420013,0
1994-11-17,478.309998,478.309998,478.309998,478.309998,478.309998,0
1994-11-18,473.600006,473.600006,473.600006,473.600006,473.600006,0
1994-11-21,467.190002,467.190002,467.190002,467.190002,467.190002,0
1994-11-22,448.489990,448.489990,448.489990,448.489990,448.489990,0
1994-11-23,429.429993,429.429993,429.429993,429.429993,429.429993,0
1994-11-25,433.600006,433.600006,433.600006,433.600006,433.600006,0
1994-11-28,433.690002,433.690002,433.690002,433.690002,433.690002,0
1994-11-29,433.489990,433.489990,433.489990,433.489990,433.489990,0
1994-11-30,424.510010,424.510010,424.510010,424.510010,424.510010,0
1994-12-01,423.149994,423.149994,423.149994,423.149994,423.149994,0
1994-12-02,413.079987,413.079987,413.079987,413.079987,413.079987,0
1994-12-05,416.950012,416.950012,416.950012,416.950012,416.950012,0
1994-12-06,419.089996,419.089996,419.089996,419.089996,419.089996,0
1994-12-07,415.809998,415.809998,415.809998,415.809998,415.809998,0
1994-12-08,405.630005,405.630005,405.630005,405.630005,405.630005,0
1994-12-09,391.190002,391.190002,391.190002,391.190002,391.190002,0
1994-12-12,387.470001,387.470001,387.470001,387.470001,387.470001,0
1994-12-13,394.940002,394.940002,394.940002,394.940002,394.940002,0
1994-12-14,402.649994,402.649994,402.649994,402.649994,402.649994,0
1994-12-15,415.989990,415.989990,415.989990,415.989990,415.989990,0
1994-12-16,411.380005,411.380005,411.380005,411.380005,411.380005,0
1994-12-19,412.170013,412.170013,412.170013,412.170013,412.170013,0
1994-12-20,416.500000,416.500000,416.500000,416.500000,416.500000,0
1994-12-21,419.829987,419.829987,419.829987,419.829987,419.829987,0
1994-12-22,423.959991,423.959991,423.959991,423.959991,423.959991,0
1994-12-23,418.790009,418.790009,418.790009,418.790009,418.790009,0
1994-12-27,418.790009,418.790009,418.790009,418.790009,418.790009,0
1994-12-28,416.450012,416.450012,416.450012,416.450012,416.450012,0
1994-12-29,412.700012,412.700012,412.700012,412.700012,412.700012,0
1994-12-30,412.700012,412.700012,412.700012,412.700012,412.700012,0
1995-01-03,394.500000,394.500000,394.500000,394.500000,394.500000,0
1995-01-04,397.290009,397.290009,397.290009,397.290009,397.290009,0
1995-01-05,398.959991,398.959991,398.959991,398.959991,398.959991,0
1995-01-06,386.820007,386.820007,386.820007,386.820007,386.820007,0
1995-01-09,378.170013,378.170013,378.170013,378.170013,378.170013,0
1995-01-10,378.970001,378.970001,378.970001,378.970001,378.970001,0
1995-01-11,371.179993,371.179993,371.179993,371.179993,371.179993,0
1995-01-12,372.769989,372.769989,372.769989,372.769989,372.769989,0
1995-01-13,364.519989,364.519989,364.519989,364.519989,364.519989,0
1995-01-16,377.839996,377.839996,377.839996,377.839996,377.839996,0
1995-01-17,382.910004,382.910004,382.910004,382.910004,382.910004,0
1995-01-18,383.829987,383.829987,383.829987,383.829987,383.829987,0
1995-01-19,372.980011,372.980011,372.980011,372.980011,372.980011,0
1995-01-20,365.739990,365.739990,365.739990,365.739990,365.739990,0
1995-01-23,350.119995,350.119995,350.119995,350.119995,350.119995,0
1995-01-24,353.040009,353.040009,353.040009,353.040009,353.040009,0
1995-01-25,364.269989,364.269989,364.269989,364.269989,364.269989,0
1995-01-26,367.369995,367.369995,367.369995,367.369995,367.369995,0
1995-01-27,367.049988,367.049988,367.049988,367.049988,367.049988,0
1995-01-30,369.570007,369.570007,369.570007,369.570007,369.570007,0
1995-01-31,369.570007,369.570007,369.570007,369.570007,369.570007,0
1995-02-01,369.570007,369.570007,369.570007,369.570007,369.570007,0
1995-02-02,369.570007,369.570007,369.570007,369.570007,369.570007,0
1995-02-03,376.440002,376.440002,376.440002,376.440002,376.440002,0
1995-02-06,397.850006,397.850006,397.850006,397.850006,397.850006,0
1995-02-07,403.399994,403.399994,403.399994,403.399994,403.399994,0
1995-02-08,399.760010,399.760010,399.760010,399.760010,399.760010,0
1995-02-09,405.980011,405.980011,405.980011,405.980011,405.980011,0
1995-02-10,403.670013,403.670013,403.670013,403.670013,403.670013,0
1995-02-13,401.790009,401.790009,401.790009,401.790009,401.790009,0
1995-02-14,396.570007,396.570007,396.570007,396.570007,396.570007,0
1995-02-15,409.559998,409.559998,409.559998,409.559998,409.559998,0
1995-02-16,410.609985,410.609985,410.609985,410.609985,410.609985,0
1995-02-17,406.130005,406.130005,406.130005,406.130005,406.130005,0
1995-02-21,408.089996,408.089996,408.089996,408.089996,408.089996,0
1995-02-22,399.359985,399.359985,399.359985,399.359985,399.359985,0
1995-02-23,402.820007,402.820007,402.820007,402.820007,402.820007,0
1995-02-24,415.160004,415.160004,415.160004,415.160004,415.160004,0
1995-02-27,411.040009,411.040009,411.040009,411.040009,411.040009,0
1995-02-28,421.350006,421.350006,421.350006,421.350006,421.350006,0
1995-03-01,420.220001,420.220001,420.220001,420.220001,420.220001,0
1995-03-02,418.250000,418.250000,418.250000,418.250000,418.250000,0
1995-03-03,415.040009,415.040009,415.040009,415.040009,415.040009,0
1995-03-06,410.329987,410.329987,410.329987,410.329987,410.329987,0
1995-03-07,412.980011,412.980011,412.980011,412.980011,412.980011,0
1995-03-08,402.320007,402.320007,402.320007,402.320007,402.320007,0
1995-03-09,409.929993,409.929993,409.929993,409.929993,409.929993,0
1995-03-10,403.459991,403.459991,403.459991,403.459991,403.459991,0
1995-03-13,411.359985,411.359985,411.359985,411.359985,411.359985,0
1995-03-14,410.720001,410.720001,410.720001,410.720001,410.720001,0
1995-03-15,424.589996,424.589996,424.589996,424.589996,424.589996,0
1995-03-16,423.709991,423.709991,423.709991,423.709991,423.709991,0
1995-03-17,432.989990,432.989990,432.989990,432.989990,432.989990,0
1995-03-20,435.809998,435.809998,435.809998,435.809998,435.809998,0
1995-03-21,434.940002,434.940002,434.940002,434.940002,434.940002,0
1995-03-22,431.140015,431.140015,431.140015,431.140015,431.140015,0
1995-03-23,428.609985,428.609985,428.609985,428.609985,428.609985,0
1995-03-24,429.290009,429.290009,429.290009,429.290009,429.290009,0
1995-03-27,440.380005,440.380005,440.380005,440.380005,440.380005,0
1995-03-28,447.369995,447.369995,447.369995,447.369995,447.369995,0
1995-03-29,442.880005,442.880005,442.880005,442.880005,442.880005,0
1995-03-30,439.750000,439.750000,439.750000,439.750000,439.750000,0
1995-03-31,435.220001,435.220001,435.220001,435.220001,435.220001,0
1995-04-03,425.670013,425.670013,425.670013,425.670013,425.670013,0
1995-04-04,430.269989,430.269989,430.269989,430.269989,430.269989,0
1995-04-05,430.269989,430.269989,430.269989,430.269989,430.269989,0
1995-04-06,424.549988,424.549988,424.549988,424.549988,424.549988,0
1995-04-07,426.929993,426.929993,426.929993,426.929993,426.929993,0
1995-04-10,428.549988,428.549988,428.549988,428.549988,428.549988,0
1995-04-11,430.679993,430.679993,430.679993,430.679993,430.679993,0
1995-04-12,430.420013,430.420013,430.420013,430.420013,430.420013,0
1995-04-13,438.079987,438.079987,438.079987,438.079987,438.079987,0
1995-04-17,438.079987,438.079987,438.079987,438.079987,438.079987,0
1995-04-18,437.119995,437.119995,437.119995,437.119995,437.119995,0
1995-04-19,433.839996,433.839996,433.839996,433.839996,433.839996,0
1995-04-20,436.299988,436.299988,436.299988,436.299988,436.299988,0
1995-04-21,437.040009,437.040009,437.040009,437.040009,437.040009,0
1995-04-24,435.709991,435.709991,435.709991,435.709991,435.709991,0
1995-04-25,429.390015,429.390015,429.390015,429.390015,429.390015,0
1995-04-26,417.920013,417.920013,417.920013,417.920013,417.920013,0
1995-04-27,419.049988,419.049988,419.049988,419.049988,419.049988,0
1995-04-28,421.619995,421.619995,421.619995,421.619995,421.619995,0
1995-05-01,414.559998,414.559998,414.559998,414.559998,414.559998,0
1995-05-02,413.839996,413.839996,413.839996,413.839996,413.839996,0
1995-05-03,418.079987,418.079987,418.079987,418.079987,418.079987,0
1995-05-04,418.869995,418.869995,418.869995,418.869995,418.869995,0
1995-05-05,419.850006,419.850006,419.850006,419.850006,419.850006,0
1995-05-08,428.279999,428.279999,428.279999,428.279999,428.279999,0
1995-05-09,432.799988,432.799988,432.799988,432.799988,432.799988,0
1995-05-10,444.739990,444.739990,444.739990,444.739990,444.739990,0
1995-05-11,456.799988,456.799988,456.799988,456.799988,456.799988,0
1995-05-12,466.820007,466.820007,466.820007,466.820007,466.820007,0
1995-05-15,465.239990,465.239990,465.239990,465.239990,465.239990,0
1995-05-16,463.600006,463.600006,463.600006,463.600006,463.600006,0
1995-05-17,464.049988,464.049988,464.049988,464.049988,464.049988,0
1995-05-18,460.989990,460.989990,460.989990,460.989990,460.989990,0
1995-05-19,455.980011,455.980011,455.980011,455.980011,455.980011,0
1995-05-22,458.119995,458.119995,458.119995,458.119995,458.119995,0
1995-05-23,470.790009,470.790009,470.790009,470.790009,470.790009,0
1995-05-24,468.429993,468.429993,468.429993,468.429993,468.429993,0
1995-05-25,475.239990,475.239990,475.239990,475.239990,475.239990,0
1995-05-26,472.029999,472.029999,472.029999,472.029999,472.029999,0
1995-05-30,467.529999,467.529999,467.529999,467.529999,467.529999,0
1995-05-31,475.920013,475.920013,475.920013,475.920013,475.920013,0
1995-06-01,483.529999,483.529999,483.529999,483.529999,483.529999,0
1995-06-02,483.529999,483.529999,483.529999,483.529999,483.529999,0
1995-06-05,483.839996,483.839996,483.839996,483.839996,483.839996,0
1995-06-06,479.970001,479.970001,479.970001,479.970001,479.970001,0
1995-06-07,473.820007,473.820007,473.820007,473.820007,473.820007,0
1995-06-08,469.269989,469.269989,469.269989,469.269989,469.269989,0
1995-06-09,467.940002,467.940002,467.940002,467.940002,467.940002,0
1995-06-12,460.529999,460.529999,460.529999,460.529999,460.529999,0
1995-06-13,459.549988,459.549988,459.549988,459.549988,459.549988,0
1995-06-14,473.059998,473.059998,473.059998,473.059998,473.059998,0
1995-06-15,467.899994,467.899994,467.899994,467.899994,467.899994,0
1995-06-16,470.850006,470.850006,470.850006,470.850006,470.850006,0
1995-06-19,470.850006,470.850006,470.850006,470.850006,470.850006,0
1995-06-20,468.880005,468.880005,468.880005,468.880005,468.880005,0
1995-06-21,467.000000,467.000000,467.000000,467.000000,467.000000,0
1995-06-22,462.720001,462.720001,462.720001,462.720001,462.720001,0
1995-06-23,466.119995,466.119995,466.119995,466.119995,466.119995,0
1995-06-26,465.170013,465.170013,465.170013,465.170013,465.170013,0
1995-06-27,465.369995,465.369995,465.369995,465.369995,465.369995,0
1995-06-28,462.640015,462.640015,462.640015,462.640015,462.640015,0
1995-06-29,465.269989,465.269989,465.269989,465.269989,465.269989,0
1995-06-30,465.600006,465.600006,465.600006,465.600006,465.600006,0
1995-07-03,461.940002,461.940002,461.940002,461.940002,461.940002,0
1995-07-05,475.769989,475.769989,475.769989,475.769989,475.769989,0
1995-07-06,474.100006,474.100006,474.100006,474.100006,474.100006,0
1995-07-07,487.209991,487.209991,487.209991,487.209991,487.209991,0
1995-07-10,492.010010,492.010010,492.010010,492.010010,492.010010,0
1995-07-11,489.170013,489.170013,489.170013,489.170013,489.170013,0
1995-07-12,487.510010,487.510010,487.510010,487.510010,487.510010,0
1995-07-13,492.779999,492.779999,492.779999,492.779999,492.779999,0
1995-07-14,492.190002,492.190002,492.190002,492.190002,492.190002,0
1995-07-17,487.459991,487.459991,487.459991,487.459991,487.459991,0
1995-07-18,486.549988,486.549988,486.549988,486.549988,486.549988,0
1995-07-19,476.500000,476.500000,476.500000,476.500000,476.500000,0
1995-07-20,476.660004,476.660004,476.660004,476.660004,476.660004,0
1995-07-21,475.929993,475.929993,475.929993,475.929993,475.929993,0
1995-07-24,469.540009,469.540009,469.540009,469.540009,469.540009,0
1995-07-25,473.309998,473.309998,473.309998,473.309998,473.309998,0
1995-07-26,472.750000,472.750000,472.750000,472.750000,472.750000,0
1995-07-27,473.160004,473.160004,473.160004,473.160004,473.160004,0
1995-07-28,477.510010,477.510010,477.510010,477.510010,477.510010,0
1995-07-31,477.390015,477.390015,477.390015,477.390015,477.390015,0
1995-08-01,473.809998,473.809998,473.809998,473.809998,473.809998,0
1995-08-02,475.260010,475.260010,475.260010,475.260010,475.260010,0
1995-08-03,473.480011,473.480011,473.480011,473.480011,473.480011,0
1995-08-04,472.420013,472.420013,472.420013,472.420013,472.420013,0
1995-08-07,470.320007,470.320007,470.320007,470.320007,470.320007,0
1995-08-08,469.529999,469.529999,469.529999,469.529999,469.529999,0
1995-08-09,469.269989,469.269989,469.269989,469.269989,469.269989,0
1995-08-10,460.970001,460.970001,460.970001,460.970001,460.970001,0
1995-08-11,454.399994,454.399994,454.399994,454.399994,454.399994,0
1995-08-14,450.320007,450.320007,450.320007,450.320007,450.320007,0
1995-08-15,450.160004,450.160004,450.160004,450.160004,450.160004,0
1995-08-16,453.160004,453.160004,453.160004,453.160004,453.160004,0
1995-08-17,448.730011,448.730011,448.730011,448.730011,448.730011,0
1995-08-18,448.790009,448.790009,448.790009,448.790009,448.790009,0
1995-08-21,448.829987,448.829987,448.829987,448.829987,448.829987,0
1995-08-22,450.970001,450.970001,450.970001,450.970001,450.970001,0
1995-08-23,460.000000,460.000000,460.000000,460.000000,460.000000,0
1995-08-24,456.209991,456.209991,456.209991,456.209991,456.209991,0
1995-08-25,457.420013,457.420013,457.420013,457.420013,457.420013,0
1995-08-28,457.420013,457.420013,457.420013,457.420013,457.420013,0
1995-08-29,460.989990,460.989990,460.989990,460.989990,460.989990,0
1995-08-30,463.250000,463.250000,463.250000,463.250000,463.250000,0
1995-08-31,462.519989,462.519989,462.519989,462.519989,462.519989,0
1995-09-01,463.390015,463.390015,463.390015,463.390015,463.390015,0
1995-09-05,464.730011,464.730011,464.730011,464.730011,464.730011,0
1995-09-06,463.209991,463.209991,463.209991,463.209991,463.209991,0
1995-09-07,467.859985,467.859985,467.859985,467.859985,467.859985,0
1995-09-08,473.869995,473.869995,473.869995,473.869995,473.869995,0
1995-09-11,475.929993,475.929993,475.929993,475.929993,475.929993,0
1995-09-12,475.750000,475.750000,475.750000,475.750000,475.750000,0
1995-09-13,483.489990,483.489990,483.489990,483.489990,483.489990,0
1995-09-14,488.380005,488.380005,488.380005,488.380005,488.380005,0
1995-09-15,494.880005,494.880005,494.880005,494.880005,494.880005,0
1995-09-18,493.359985,493.359985,493.359985,493.359985,493.359985,0
1995-09-19,487.040009,487.040009,487.040009,487.040009,487.040009,0
1995-09-20,486.070007,486.070007,486.070007,486.070007,486.070007,0
1995-09-21,480.959991,480.959991,480.959991,480.959991,480.959991,0
1995-09-22,481.399994,481.399994,481.399994,481.399994,481.399994,0
1995-09-25,479.359985,479.359985,479.359985,479.359985,479.359985,0
1995-09-26,483.760010,483.760010,483.760010,483.760010,483.760010,0
1995-09-27,487.059998,487.059998,487.059998,487.059998,487.059998,0
1995-09-28,484.769989,484.769989,484.769989,484.769989,484.769989,0
1995-09-29,486.910004,486.910004,486.910004,486.910004,486.910004,0
1995-10-02,491.029999,491.029999,491.029999,491.029999,491.029999,0
1995-10-03,495.079987,495.079987,495.079987,495.079987,495.079987,0
1995-10-04,502.279999,502.279999,502.279999,502.279999,502.279999,0
1995-10-05,499.250000,499.250000,499.250000,499.250000,499.250000,0
